block,plot,seeded,2019,2020,2021,name,current
W2,2,3.3,2,0.5,2,Sanguisorba_minor,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,2,0,0.5,15,10,Securigera_varia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,2,0,4,0.5,0.5,Silene_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,2,0,0.5,0,0,Sonchus_asper,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,2,0,0,0.5,0,Stellaria_graminea,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,2,0,4,0,0,Symphytum_officinale,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,2,0,0,0.5,0,Taraxacum_campylodes,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,2,0,0,0.5,0,Tragopogon_pratensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,2,1.7,0.5,0,2,Trifolium_pratense,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,2,8.6,0.5,4,4,Trisetum_flavescens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,2,0,0,0,0.5,Vicia_sepium,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
2 Anzahl,55,,,,,,
W2,3,0,0.5,0.5,0.5,Acer_pseudoplatanus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,3.3,2,10,0,Achillea_millefolium,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0,0,0.5,Agrostis_stolonifera,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0.5,0.5,0,Ajuga_reptans,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0,0.5,0.5,Anthoxanthum_odoratum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,8.6,4,20,2,Arrhenatherum_elatius,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,8.6,0,0.5,2,Briza_media,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0.5,10,2,Bromus_hordeaceus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0.5,0.5,0.5,Bromus_inermis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0.5,3,20,Calystegia_sepium,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0,0.5,0,Cerastium_fontanum_ssp_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,70,15,10,Convolvulus_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0.5,0,0.5,Crepis_biennis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0,0,0.5,Dactylis_glomerata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,3.3,2,0,0,Daucus_carota,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0,0.5,0,Elymus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0.5,0.5,0,Equisetum_arvense,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0,0,20,Festuca_pratensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0,0.5,0,Festuca_rubra,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,3.3,2,3,2,Galium_mollugo,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0.5,0,0,Glechoma_hederacea,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,8.6,0,0.5,0.5,Holcus_lanatus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0,2,2,Knautia_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,1.7,0.5,2,0,Lotus_corniculatus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,1.7,2,2,0,Medicago_lupulina,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,3.3,0.5,0.5,2,Pastinaca_sativa,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0.5,0,0,Persicaria_amphibia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,8.6,0.5,0,2,Phleum_pratense,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0,0,2,Plantago_lanceolata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0.5,0,0,Poa_angustifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,8.6,0,0,2,Poa_pratensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0.5,0.5,4,Potentilla_reptans,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0,0.5,2,Prunella_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,3.3,0.5,0.5,0,Ranunculus_bulbosus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0.5,0,0,Ranunculus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0.5,0.5,0.5,Rhinanthus_alectorolophus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0,0.5,0,Rorippa_sylvestris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,3.3,4,0.5,0,Rumex_acetosa,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,2,0.5,2,Sanguisorba_minor,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0.5,10,20,Securigera_varia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0.5,0.5,0,Silene_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0.5,0,0,Sonchus_asper,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0,0.5,0,Stellaria_graminea,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,4,0.5,0,Symphytum_officinale,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0.5,0.5,0,Taraxacum_campylodes,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,0,0,0.5,0,Trifolium_pratense,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,3,8.6,0.5,10,4,Trisetum_flavescens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
3 Anzahl,47,,,,,,
W2,4,0,0.5,0,0.5,Acer_pseudoplatanus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,2,5,0,Achillea_millefolium,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,8.6,0,0,0.5,Anthoxanthum_odoratum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0.5,0,0,Arrhenatherum_elatius,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,8.6,0,0.5,4,Briza_media,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,8.6,0.5,0,0,Bromus_erectus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,2,30,2,Bromus_hordeaceus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0,0,2,Bromus_inermis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0,0.5,0,Bromus_sterilis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0.5,0,0,Calystegia_sepium,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0.5,0,0,Cerastium_arvense,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0.5,0.5,0,Cerastium_fontanum_ssp_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0.5,0.5,0,Cichorium_intybus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0.5,0.5,0,Cirsium_arvense,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,30,15,20,Convolvulus_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0,0.5,4,Crepis_biennis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0,0,0.5,Dactylis_glomerata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0,0,0.5,Daucus_carota,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0,0.5,0,Echium_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0.5,0.5,0,Elymus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0,0.5,0.5,Equisetum_arvense,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0.5,0.5,0,Euphorbia_esula,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,8.6,0.5,5,0,Festuca_ovina,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0.5,0,10,Festuca_pratensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,8.6,0.5,0,0.5,Festuca_rubra,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0,0.5,0,Galium_mollugo,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,8.6,0.5,2,10,Helictotrichon_pubescens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0,0,0.5,Holcus_lanatus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,3.3,30,3,0,Hypochaeris_radicata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0,2,4,Knautia_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0.5,0,0,Lactuca_serriola,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,3.3,0,0.5,0.5,Leontodon_hispidus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0,0,0.5,Leucanthemum_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,1.7,0.5,2,0.5,Lotus_corniculatus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,1.7,4,2,0.5,Medicago_lupulina,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,10,0.5,2,Medicago_sativa,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0.5,0,0,Myosotis_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,3.3,0.5,5,10,Origanum_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0,0,0.5,Phleum_phleoides,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,8.6,0.5,0.5,0,Phleum_pratense,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0,0,0.5,Plantago_lanceolata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0,0.5,0,Poa_angustifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0,0.5,2,Poa_pratensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0.5,0,0,Poa_trivialis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0.5,0.5,0.5,Potentilla_reptans,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0.5,0,0,Prunella_grandiflora,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0.5,0,4,Prunella_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0,0.5,0,Ranunculus_bulbosus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0.5,0,2,Ranunculus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0,0.5,0,Rorippa_sylvestris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,3.3,2,2,0,Salvia_pratensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,2,0.5,2,Sanguisorba_minor,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,2,3,20,Securigera_varia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0.5,0.5,0.5,Silene_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0,0.5,0,Stellaria_graminea,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,4,0,0,Symphytum_officinale,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0.5,0.5,0,Taraxacum_campylodes,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0,3,2,Trifolium_pratense,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0,0.5,4,Trisetum_flavescens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,4,0,0,0.5,0,Verbascum_lychnitis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
4 Anzahl,60,,,,,,
W2,5,0,0.5,0.5,0.5,Acer_pseudoplatanus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,3.3,0,0,0.5,Ajuga_reptans,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0,0,0.5,Allium_scorodoprasum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,8.6,0,0.5,0,Anthoxanthum_odoratum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,8.6,0.5,0.5,4,Arrhenatherum_elatius,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0.5,0.5,0.5,Bromus_hordeaceus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0,0.5,0.5,Bromus_inermis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0,0.5,0,Bromus_sterilis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,3.3,0,4,0,Campanula_patula,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0.5,0.5,0,Cerastium_fontanum_ssp_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,3.3,5,2,4,Cichorium_intybus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,10,10,10,Convolvulus_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0,0,2,Crepis_biennis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,8.6,0,0.5,0.5,Cynosurus_cristatus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0.5,0,0.5,Dactylis_glomerata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0.5,0,0.5,Elymus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0,0.5,0,Erigeron_annuus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0,0.5,0,Euphorbia_esula,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,8.6,2,0.5,0.5,Festuca_pratensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0,0,0.5,Festuca_rubra,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0,2,0.5,Galium_mollugo,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,8.6,0.5,0.5,0.5,Holcus_lanatus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,3.3,0,10,0.5,Hypochaeris_radicata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,3.3,0,5,10,Knautia_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,1.7,0,0.5,0.5,Lathyrus_pratensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,1.7,5,0.5,2,Lotus_corniculatus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0.5,0,0,Medicago_falcata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,10,0.5,2,Medicago_sativa,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0,0.5,0,Origanum_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0,0,0.5,Pimpinella_major,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,3.3,0,0.5,2,Plantago_lanceolata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0,0.5,2,Poa_pratensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0.5,0,0,Poa_trivialis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,3,0.5,4,Potentilla_anserina,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0.5,5,4,Prunella_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0,0.5,0,Ranunculus_acris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0.5,0,0,Ranunculus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0.5,0,0,Reseda_lutea,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,5,5,3,4,Rhinanthus_alectorolophus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0,0.5,2,Rubus_caesius,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,3.3,3,5,2,Salvia_pratensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0,10,4,Sanguisorba_minor,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,2,10,20,Securigera_varia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,3.3,0,0.5,0,Silene_flos-cuculi,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,3.3,40,2,0,Silene_latifolia_ssp_alba,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0.5,2,0.5,Silene_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0,0.5,0,Stellaria_graminea,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0.5,0,0,Stellaria_media,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,2,0,0,Symphytum_officinale,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0.5,0,0,Taraxacum_campylodes,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0,0.5,0,Trifolium_campestre,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,1.7,3,5,2,Trifolium_pratense,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,8.6,3,10,10,Trisetum_flavescens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0,0.5,0,Valerianella_spec,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,5,0,0.5,0,0,Vicia_cracca,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
5 Anzahl,55,,,,,,
W2,6,0,0.5,0.5,0.5,Acer_pseudoplatanus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0,0,0.5,Allium_scorodoprasum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,8.6,0,0.5,0.5,Anthoxanthum_odoratum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0,0,2,Arrhenatherum_elatius,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,8.6,0,0,20,Brachypodium_pinnatum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,8.6,0,0,4,Briza_media,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0.5,2,0.5,Bromus_hordeaceus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0,0.5,2,Bromus_inermis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0,50,0,Centaurea_scabiosa,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,3.3,50,0,10,Centaurea_stoebe,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0.5,0.5,0,Cerastium_fontanum_ssp_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0,0.5,0,Cerastium_glomeratum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,20,3,10,Convolvulus_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0,0,0.5,Cynosurus_cristatus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0,0,0.5,Dactylis_glomerata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0,0.5,0.5,Elymus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,8.6,0.5,2,2,Festuca_pratensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0,0.5,0,Festuca_rubra,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0,0,0.5,Filipendula_ulmaria,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0.5,0,0,Galium_mollugo,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,3.3,0.5,0.5,0.5,Galium_verum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0,0,0.5,Holcus_lanatus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,3.3,4,10,10,Knautia_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,3.3,10,0.5,0,Leucanthemum_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0.5,0,0,Lotus_corniculatus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,1.7,0,0.5,4,Medicago_falcata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0.5,0,0,Medicago_lupulina,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,2,0.5,4,Medicago_sativa,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0,0.5,0.5,Myosotis_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,1.7,2,2,0,Onobrychis_viciifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0,0.5,0.5,Plantago_lanceolata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,6.6,0.5,0,0,Plantago_media,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0,0.5,0,Poa_pratensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0,0.5,0,Potentilla_anserina,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0.5,0.5,0,Potentilla_reptans,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0.5,0.5,2,Prunella_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0,0.5,0,Ranunculus_acris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0.5,0,0,Ranunculus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,10,2,10,Rhinanthus_alectorolophus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,5,0.5,0,0,Rhinanthus_minor,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,2,0.5,0,Rubus_caesius,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0.5,2,2,Sanguisorba_minor,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0.5,3,10,Securigera_varia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0.5,0,0.5,Silene_latifolia_ssp_alba,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0,0.5,0,Silene_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0,0.5,0.5,Stellaria_graminea,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0,0.5,0,Trifolium_campestre,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0,0,0.5,Trifolium_pratense,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,6,0,0,0,2,Trisetum_flavescens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
6 Anzahl,49,,,,,,
W2,7,0,0.5,0.5,0.5,Acer_pseudoplatanus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,3.3,5,15,2,Achillea_millefolium,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,0,0,0.5,0.5,Ajuga_reptans,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,0,0,0,0.5,Allium_scorodoprasum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,8.6,0,0.5,0.5,Anthoxanthum_odoratum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,8.6,0.5,10,2,Arrhenatherum_elatius,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,8.6,0,0.5,10,Briza_media,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,0,0,0,0.5,Bromus_erectus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,0,0.5,5,0.5,Bromus_hordeaceus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,0,0,0.5,0,Bromus_inermis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,0,0,0.5,2,Calystegia_sepium,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,0,0.5,0,0,Capsella_bursa-pastoris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,0,0.5,5,0,Cerastium_fontanum_ssp_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,0,0.5,0.5,0,Cerastium_glomeratum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,3.3,10,4,4,Cichorium_intybus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,0,5,4,10,Convolvulus_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,3.3,20,0,0.5,Crepis_biennis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,8.6,0,0,0.5,Cynosurus_cristatus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,8.6,0.5,2,0.5,Dactylis_glomerata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,0,0,0,0.5,Daucus_carota,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,0,0,0,0.5,Elymus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,8.6,0,0,2,Festuca_pratensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,0,0,0,0.5,Festuca_rubra,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,0,0.5,0.5,0.5,Galium_mollugo,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,0,5,2,0,Glechoma_hederacea,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,0,0,0,0.5,Holcus_lanatus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,3.3,2,2,0.5,Hypochaeris_radicata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,0,0,0,2,Knautia_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
W2,7,1.7,0.5,0,2,Lathyrus_pratensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
