Species_name	woody	annual	perennialnonclonal	monocarpic	polycarpic	clonal	branching	cyclicity	Primaryroot	BB0	BB0_mn10	BB_gtmn10	BB0R	BB0_mn10R	BB_gtmn10R	BBsize	BBdepth	BBRsize	BBRdepth	finalCGO	persistence	offspring	offspring_wsmall	spread	clonalindex	dispersibility	Rsprouter	PositionRB	RoleRB
"""Nepeta racemosa Lam."""	0	0	1	0	1	0	symp	1	1	5	5	0	5	5	0	10	3	10	3								0		
"""Neslia paniculata (L.) Desv."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Nicandra physalodes (L.) Gaertn."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Nicotiana rustica L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Nicotiana tabacum L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Nigella arvensis L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Nigella damascena L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Nigella sativa L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Noccaea caerulescens (J. Presl et C. Presl) F. K. Mey."""	0	0	1	0	1	0	symp	2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Noccaea montana (L.) F. K. Mey."""	0	0	1	0	1	0	symp	2	1	5	15	0	5	15	0	20	4	20	4								0		
"""Noccaea rotundifolia (L.) Moench"""	0	0	1	0	1	0	symp	2	1	10.7	12.9	6.4	10.7	12.9	6.4	30	5.7	30	5.7								0		
"""Nonea pulla Bernh."""	0	0	1	0	1	0	symp	2	1	5	5	0	5	15	15	10	3	35	8.7								1	2	R
"""Nuphar lutea (L.) Sm."""	0	0	0	0	0	1	monop	1	0	10	10	0	10	10	0	20	3	20	3	9	4	0.5	0.5	13	3	1	0		
"""Nuphar pumila (Timm) DC."""	0	0	0	0	0	1	monop	1	0	7.5	15	0	7.5	15	0	22.5	3.7	22.5	3.7	9	4	0.5	0.5	13	3	1	0		
"""Nymphaea alba L."""	0	0	0	0	0	1	monop	1	0	2.5	15	0	2.5	15	0	17.5	4.4	17.5	4.4	9	3.3	0.7	0.7	17.8	4	0	0		
"""Nymphaea candida J. Presl"""	0	0	0	0	0	1	monop	1	0	0	15	0	0	15	0	15	5	15	5	9	4	0.5	0.5	13	3	0	0		
"""Nymphoides peltata (S. G. Gmel.) Kuntze"""	0	0	0	0	0	1			0	5	15	0	5	15	0	20	4	20	4	9		6	6	26.5	6	0	0		
"""Odontites litoralis (Fr.) Fr."""	0	1	0	0	0	0		1	1	0	0	0	0	0	0	0		0									0		
"""Odontites luteus (L.) Clairv."""	0	1	0	0	0	0		1	1	0	0	0	0	0	0	0		0									0		
"""Odontites vernus (Bellardi) Dumort."""	0	1	0	0	0	0		1	1	0	0	0	0	0	0	0		0									0		
"""Oenanthe aquatica (L.) Poir."""	0	0	1	1	0	0		2	1	5	7.5	0	5	7.5	0	12.5	3.4	12.5	3.4								0		
"""Oenanthe fistulosa L."""	0	0	0	0	0	1	symp	2	0	15	5	0	15	5	0	20	2	20	2	1	2	6	6	26.5	6	0	0		
"""Oenanthe fluviatilis (Bab.) Coleman"""	0	0	1	1	0	0		2	0	5	7.5	0	5	7.5	0	12.5	3.4	12.5	3.4								0		
"""Oenanthe lachenalii C. C. Gmel."""	0	0	0	0	0	1	symp	2	0	5	5	0	5	5	0	10	3	10	3	9	2	1	1	0.5	3	0	0		
"""Oenanthe peucedanifolia Pollich"""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	0	10	3	10	3	9	2	1	1	0.5	3	0	0		
"""Oenanthe silaifolia M. Bieb."""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	0	10	3	10	3	9	2	1	1	0.5	3	0	0		
"""Oenothera biennis L."""	0	0	1	1	0	0		2	1	5	8	0	5	13	15	13	3.5	33	8.9								1	2	R
"""Oenothera issleri Renner ex Rostañski"""	0	0	1	1	0	0		2	1	5	15	0	5	15	0	20	4	20	4								1	2	R
"""Oenothera parviflora L."""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Omphalodes scorpioides (Haenke) Schrank"""	0	0	1	0	1	0	symp	1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Omphalodes verna Moench"""	0	0	0	0	0	1	symp	2	0	15	15	0	15	15	0	30	3	30	3	9	2.5	1	1	6.8	4	0	0		
"""Onobrychis arenaria (Kit.) DC. subsp. arenaria """	0	0	1	0	1	0	symp	1	1	5	8.3	0	5	8.3	0	13.3	3.5	13.3	3.5								0		
"""Onobrychis montana DC."""	0	0	1	0	1	0	symp	1	1	5	8.3	0	5	8.3	0	13.3	3.5	13.3	3.5								0		
"""Onobrychis viciifolia Scop."""	0	0	1	0	1	0	symp	1	1	5	11.7	0	5	11.7	0	16.7	3.8	16.7	3.8								0		
"""Ononis arvensis L."""	0	0	1	0	1	0			1	15	15	0	15	15	0	30	3	30	3								0		
"""Ononis natrix L."""	0	0	1	0	1	0			1	15	15	0	15	15	0	30	3	30	3								0		
"""Ononis repens L."""	0	0	1	0	1	0			1	11.7	10	0	11.7	10	0	21.7	2.8	21.7	2.8								0		
"""Ononis rotundifolia L."""	1	0	0	0	0	0				5	5	0	5	5	0	10	3	10	3								0		
"""Ononis spinosa L. subsp. spinosa """	0	0	1	0	1	0			1	10	15	0	10	15	0	25	3.4	25	3.4								0		
"""Ononis spinosa subsp. austriaca (Beck) Gams"""	0	0	1	0	1	0	symp	1	1	15	15	0	15	15	0	30	3	30	3								0		
"""Onopordum acanthium L."""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Onosma arenaria Waldst. et Kit."""	0	0	1	1	0	0		2	1	5	10	0	5	10	0	15	3.7	15	3.7								0		
"""Ophioglossum vulgatum L."""	0	0	0	0	0	1	symp	1	0	0	11.7	0	0	20.2	15	11.7	5	35.2	9.3	9	4	1	1	8.3	3	0	1	3	F
"""Ophrys apifera Huds."""	0	0	0	0	0	1	symp	1	0	2.5	5	0	2.5	5	0	7.5	3.7	7.5	3.7	16	1	1	1	0.5	3	0	0		
"""Ophrys holoserica (Burm. f.) Greuter"""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	0	10	3	10	3	16	1	1	1	0.5	3	0	0		
"""Ophrys insectifera L."""	0	0	0	0	0	1	symp	1	0	1.7	5	0	1.7	5	0	6.7	4	6.7	4	16	1	1	1	0.5	3	0	0		
"""Ophrys sphegodes agg."""	0	0	0	0	0	1	symp	1	0	2.5	5	0	2.5	5	0	7.5	3.7	7.5	3.7	16	1	2.7	2.7	0.5	3	0	0		
"""Orchis anthropophora (L.) All."""	0	0	0	0	0	1	symp	2	0	5	5	0	5	5	0	10	3	10	3	16	2	1	1	0.5	3	0	0		
"""Orchis coriophora L."""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	0	10	3	10	3	16	1	1	1	0.5	3	0	0		
"""Orchis laxiflora Lam."""	0	0	0	0	0	1	symp	1	0	0	5	0	0	5	0	5	5	5	5	16	1	1	1	0.5	3	0	0		
"""Orchis mascula (L.) L."""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	0	10	3	10	3	16	1	1	1	0.5	3	0	0		
"""Orchis militaris L."""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	0	10	3	10	3	16	1	2.3	2.3	0.5	3	0	0		
"""Orchis morio L."""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	0	10	3	10	3	16	1	1.8	1.8	0.5	3	0	0		
"""Orchis pallens L."""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	0	10	3	10	3	16	1	1	1	0.5	3	0	0		
"""Orchis palustris Jacq."""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	0	10	3	10	3	16	1	1	1	0.5	3	0	0		
"""Orchis purpurea Huds."""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	0	10	3	10	3	16	1	2.3	2.3	0.5	3	0	0		
"""Orchis simia Lam."""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	0	10	3	10	3	16	1	1	1	0.5	3	0	0		
"""Orchis spitzelii Saut. ex W. D. J. Koch"""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	0	10	3	10	3	16	1	1	1	0.5	3	0	0		
"""Orchis tridentata Scop."""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	0	10	3	10	3	16	1	1	1	0.5	3	0	0		
"""Orchis ustulata L."""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	0	10	3	10	3	16	1	2	2	0.5	3	0	0		
"""Oreochloa disticha (Wulfen) Link"""	0	0	0	0	0	1	symp	2	0	5	5	0	5	5	0	10	3	10	3	9	4	6	6	0.5	4	0	0		
"""Origanum vulgare L."""	0	0	1	0	1	0	symp	1	1	5	15	0	5	15	0	20	4	20	4								0		
"""Orlaya grandiflora (L.) Hoffm."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Ornithogalum boucheanum (Kunth) Asch."""	0	0	0	0	0	1	symp	1	0	0	10	0	0	10	0	10	5	10	5	13	3	1	2.7	0.5	3	0	0		
"""Ornithogalum brevistylum Wolfner"""	0	0	0	0	0	1	symp	2	0	0	15	0	0	15	0	15	5	15	5	13	2	1	3.5	0.5	3	0	0		
"""Ornithogalum comosum L."""	0	0	0	0	0	1	symp	1	0	0	5	0	0	5	0	5	5	5	5	13	4	1	3.5	0.5	3	0	0		
"""Ornithogalum kochii Parl."""	0	0	0	0	0	1	symp	1	0	0	5	0	0	5	0	5	5	5	5	13	2	1	1	0.5	3	0	0		
"""Ornithogalum nutans L."""	0	0	0	0	0	1	symp	1	0	0	8.3	0	0	8.3	0	8.3	5	8.3	5	13	2.3	1	3	0.5	3	0	0		
"""Ornithogalum pyrenaicum L."""	0	0	0	0	0	1	symp	1	0	0	5	0	0	5	0	5	5	5	5	13	2.3	1	1	0.5	3	0	0		
"""Ornithogalum umbellatum agg. """	0	0	0	0	0	1	symp	1	0	0	15	0	0	15	0	15	5	15	5	13	2.3	1	3.5	0.5	3	0	0		
"""Ornithopus perpusillus L."""	0	1	0	0	0	0		1	1	5	1	0	5	1	0	6	1.7	6	1.7								0		
"""Ornithopus sativus Brot."""	0	1	0	0	0	0		1	1	3.3	1.7	0	3.3	1.7	0	5	2.3	5	2.3								0		
"""Orobanche alba Willd."""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	10	10	3	20	9	15						0	1	1	O
"""Orobanche alsatica agg."""	0	0	0	0	0	1	symp	1	0	5	5	2.5	5	10	10	12.5	5.4	25	8.2	15	1					0	1	1	O
"""Orobanche amethystea Thuill."""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	10	10	3	20	9	15						0	1	1	O
"""Orobanche artemisiae-campestris Gaudin"""	0	1	0	0	0	0		1	0	5	5	0	5	5	0	10	3	10	3								0		
"""Orobanche caryophyllacea Sm."""	0	0	0	0	0	1	symp	1	0	5	5	3.3	5	5	10.8	13.3	6	20.8	9.2	15	1	6	6	13	5	0	1	3	O
"""Orobanche cernua Loefl."""	0	0	0	0	0	1	symp	1	0	5	5	5	5	5	12.5	15	7	22.5	9.7	15	1					0	1	1	O
"""Orobanche coerulescens Stephan"""	0	0	0	0	0	1	symp	1	0	5	5	2.5	5	5	10	12.5	5.4	20	9	15						0	1	1	O
"""Orobanche crenata Forssk."""	0	0	0	0	0	1	symp	1	0	5	5	5	5	5	12.5	15	7	22.5	9.7	15	1					0	1	1	O
"""Orobanche elatior Sutton"""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	10	10	3	20	9	15						0	1	1	O
"""Orobanche flava F. W. Schultz"""	0	0	0	0	0	1	symp	1	0	5	5	2.5	5	5	10	12.5	5.4	20	9	15	1	6	6	13	5	0	1	3	O
"""Orobanche gracilis Sm."""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	10	10	3	20	9	15						0	1	1	O
"""Orobanche hederae Duby"""	0	0	0	0	0	1	symp	1	0	5	5	3.3	5	5	10.8	13.3	6	20.8	9.2	15	1	6	6	6.8	5	0	1	1	O
"""Orobanche lucorum A. Braun ex F. W. Schultz"""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	10	10	3	20	9	15						0	1	1	O
"""Orobanche lutea Baumg."""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	10	10	3	20	9	15						0	1	1	O
"""Orobanche minor Sm."""	0	1	0	0	0	0		1	0	5	5	2.5	5	5	0	12.5	5.4	10	3								1	3	O
"""Orobanche picridis F. W. Schultz"""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	10	10	3	20	9	15						0	1	1	O
"""Orobanche rapum-genistae Thuill."""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	10	10	3	20	9	15						0	1	1	O
"""Orobanche reticulata Wallr."""	0	0	0	0	0	1	symp	1	0	5	5	2.5	5	5	10	12.5	5.4	20	9	15	1					0	1	1	O
"""Orobanche salviae F. W. Schultz ex W. D. J. Koch"""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	10	10	3	20	9	15						0	1	1	O
"""Orobanche teucrii Holandre"""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	10	10	3	20	9	15						0	1	1	O
"""Orthilia secunda (L.) House"""	0	0	0	0	0	1	symp	2	0	5	15	0	5	19.6	15	20	4	39.6	8.3	10	4	0.5	0.5	16.9	3	0	1	2	O
"""Osmunda regalis L."""	0	0	0	0	0	1	dich	1	0	0	15	0	0	15	0	15	5	15	5	9	4	0.5	0.5	13	3	0	0		
"""Othocallis amoena (L.) Trávn."""	0	0	0	0	0	1	symp	1	0	0	5	0	0	5	0	5	5	5	5	13	1	1	1	0.5	3	0	0		
"""Othocallis siberica (Haw.) Speta"""	0	0	0	0	0	1	symp	1	0	0	5	0	0	5	0	5	5	5	5	13	1	1	1	0.5	3	0	0		
"""Oxalis acetosella L."""	0	0	0	0	0	1	monop	1	0	11.7	15	0	11.7	15	0	26.7	3.2	26.7	3.2	9	2.7	4.8	4.8	11.1	5	0	0		
"""Oxalis corniculata L."""	0	1	0	0	0	0		1	1	12.5	0	0	12.5	0	0	12.5	1	12.5	1								0		
"""Oxalis debilis Kunth"""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	13		0.5	3.3	0.5	4	0	0		
"""Oxalis deppei Lodd. ex Sweet"""	0	0	0	0	0	1			0		5	0		5	0	5	5	5	5	13		6	6	0.5		1	0		
"""Oxalis dillenii Jacq."""	0	1	0	0	0	0		1	0	5	12.5	0	5	12.5	0	17.5	3.9	17.5	3.9								0		
"""Oxalis latifolia Kunth"""	0	0	0	0	0	1			0	0	15	0	0	15	0	15	5	15	5	13	4	6	6	6.8		0	0		
"""Oxalis stricta L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	1	6	6	13	5	0	0		
"""Oxalis tetraphylla Cav."""	0	0	0	0	0	1	monop	1	0	0	15	0	0	15	0	15	5	15	5	13	1	0.5	3.3	0.5	4	0	0		
"""Oxyria digyna (L.) Hill"""	0	0	1	0	1	0	symp	2	1	6.7	15	2.5	6.7	15	2.5	24.2	4.9	24.2	4.9								0		
"""Oxytropis campestris (L.) DC."""	0	0	1	0	1	0	monop	2	1	7.5	11.3	0	7.5	11.3	0	18.8	3.4	18.8	3.4								0		
"""Oxytropis halleri Bunge ex W. D. J. Koch"""	0	0	1	0	1	0			1	5	15	0	5	15	0	20	4	20	4								0		
"""Oxytropis jacquinii Bunge"""	0	0	1	0	1	0	monop	1	1	5	15	0	5	15	0	20	4	20	4								0		
"""Oxytropis lapponica (Wahlenb.) J. Gay"""	0	0	1	0	1	0			1	5	15	0	5	15	0	20	4	20	4								0		
"""Oxytropis pilosa (L.) DC."""	0	0	1	0	1	0	monop	1	1	5	11.7	0	5	11.7	0	16.7	3.8	16.7	3.8								0		
"""Oxytropis triflora Hoppe"""	0	0	1	0	1	0	monop	1	1	5	15	0	5	15	0	20	4	20	4								0		
"""Paederota bonarota (L.) L."""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	0	10	3	10	3	10	2	6	6	13	5	0	0		
"""Panicum miliaceum L."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Papaver alpinum L."""	0	0	1	0	1	0	symp	2	1	5	15	0	5	15	0	20	4	20	4								0		
"""Papaver argemone L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Papaver bracteatum Lindl."""	0	0	1	0	1	0	symp	1	1	5	5	0	5	5	0	10	3	10	3								0		
"""Papaver dubium agg. """	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Papaver hybridum L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Papaver rhoeas L."""	0	1	0	0	0	0		1	1	2.5	0	0	2.5	0	0	2.5	1	2.5	1								0		
"""Papaver somniferum L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Parapholis strigosa (Dumort.) C. E. Hubb."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Parietaria judaica L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Parietaria officinalis L."""	0	0	1	0	1	0	symp	1	1	5	15	0	5	15	0	20	4	20	4								0		
"""Parietaria pensylvanica Willd."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Paris quadrifolia L."""	0	0	0	0	0	1	monop	1	0	0	15	0	0	15	0	15	5	15	5	10	4	0.8	0.8	18.4	4	0	0		
"""Parnassia palustris L."""	0	0	0	0	0	1	symp	2	0	5	8.8	0	5	8.8	0	13.8	3.5	13.8	3.5	9	2.5	1	1	0.5	3	0	0		
"""Pastinaca sativa L."""	0	0	1	1	0	0		2	1	5	8.3	0	5	12.1	15	13.3	3.5	32.1	9.1								1	2	R
"""Pedicularis elongata A. Kern."""	0	0	0	0	0	1	monop	1	0	5	15	0	5	15	0	20	4	20	4	9	4	0.8	0.8	0.5	3	0	0		
"""Pedicularis foliosa L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Pedicularis kerneri Dalla Torre"""	0	0	0	0	0	1	monop	1	0	5	15	0	5	15	0	20	4	20	4	9	4	0.5	0.5	0.5	2	0	0		
"""Pedicularis lapponica L."""	0	0	0	0	0	1	monop	1		5	15	0	5	15	0	20	4	20	4	10	4	1	1	13	4	0	0		
"""Pedicularis oederi Vahl"""	0	0	0	0	0	1	symp	2	0	5	11.7	0	5	11.7	0	16.7	3.8	16.7	3.8	9	3.3	2.7	2.7	0.5	3	0	0		
"""Pedicularis palustris L."""	0	0	1	1	0	0		2	1	5	3.3	0	5	3.3	0	8.3	2.6	8.3	2.6								0		
"""Pedicularis recutita L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	9	4	3.5	3.5	0.5	4	0	0		
"""Pedicularis rostratocapitata Crantz"""	0	0	0	0	0	1	monop	1	0	3.3	15	0	3.3	15	0	18.3	4.3	18.3	4.3	9	4	0.7	0.7	0.5	2	0	0		
"""Pedicularis rostratospicata Crantz"""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Pedicularis sceptrum-carolinum L."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	3.5	3.5	0.5	4	0	0		
"""Pedicularis sylvatica L."""	0	0	1	1	0	0		2	1	5	2.5	0	5	2.5	0	7.5	2.3	7.5	2.3								0		
"""Pedicularis tuberosa L."""	0	0	0	0	0	1			0	5	5	0	5	5	0	10	3	10	3	9	4	0.5	0.5	0.5	2	0	0		
"""Pedicularis verticillata L."""	0	0	1	0	1	0	symp	2	1	5	8.3	0	5	8.3	0	13.3	3.5	13.3	3.5								0		
"""Peltaria alliacea Jacq."""	0	0	0	0	0	1	symp	1				0			15	0		15	15	15	4	1	1	13	3	0	1	3	F
"""Peplis portula L."""	0	1	0	0	0	0		1	0	7.5	0	0	7.5	0	0	7.5	1	7.5	1								0		
"""Persicaria amphibia (L.) Delarbre"""	0	0	0	0	0	1	symp	1	0	5	13	15	5	13	15	33	8.9	33	8.9	10	3.5	3.5	3.5	34.6	6	0	0		
"""Persicaria hydropiper (L.) Delarbre"""	0	1	0	0	0	0		1	1	0	0	0	0	0	0	0		0									0		
"""Persicaria lapathifolia (L.) Delarbre"""	0	1	0	0	0	0		1	1	0	0	0	0	0	0	0		0									0		
"""Persicaria maculosa Gray"""	0	1	0	0	0	0		1	1	0	0	0	0	0	0	0		0									0		
"""Persicaria minor (Huds.) Opiz"""	0	1	0	0	0	0		1	1	1.7	0	0	1.7	0	0	1.7	1	1.7	1								0		
"""Persicaria mitis (Schrank) Assenov"""	0	1	0	0	0	0		1	1	0	0	0	0	0	0	0		0									0		
"""Petasites albus (L.) Gaertn."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	3.3	0.8	0.8	13	4	0	0		
"""Petasites frigidus (L.) Fr."""	0	0	0	0	0	1	symp	2	0	3.3	15	3.8	3.3	15	3.8	22.1	6.1	22.1	6.1	9	4	0.5	0.5	9.9	3	0	0		
"""Petasites hybridus (L.) G. Gaertn. et al."""	0	0	0	0	0	1	symp	2	0	5	15	5	5	15	5	25	6.2	25	6.2	10	3.8	0.8	0.8	24.9	5	0	0		
"""Petasites paradoxus (Retz.) Baumg."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	13	4	0	0		
"""Petasites spurius (Retz.) Rchb."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	10	3	1	1	26.5	5	0	0		
"""Petrocallis pyrenaica (L.) R. Br."""	0	0	1	0	1	0	symp	2	1	11.7	1.7	0	11.7	1.7	0	13.3	1.5	13.3	1.5								0		
"""Petrorhagia prolifera (L.) P. W. Ball et Heywood"""	0	1	0	0	0	0		1	1	0	0	0	0	0	0	0		0									0		
"""Petrorhagia saxifraga (L.) Link"""	0	0	1	0	1	0	symp	2	1	10	7.5	0	10	7.5	0	17.5	2.7	17.5	2.7								0		
"""Petroselinum crispum (Mill.) Fuss"""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Peucedanum alsaticum L."""	0	0	1	0	1	0	symp	2	1	2.5	10	0	2.5	10	0	12.5	4.2	12.5	4.2								0		
"""Peucedanum altissimum (Mill.) Thell."""	0	0	1	0	1	0										0		0									1	2	R
"""Peucedanum carvifolia Vill."""	0	0	1	0	1	0	symp	2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Peucedanum cervaria (L.) Lapeyr."""	0	0	1	0	1	0	symp	2	1	5	13.3	2.5	5	13.3	2.5	20.8	5.2	20.8	5.2								0		
"""Peucedanum officinale L."""	0	0	1	0	1	0	symp	2	1	5	11.7	5	5	15.4	12.5	21.7	6.4	32.9	8.2								1	2	F
"""Peucedanum oreoselinum (L.) Moench"""	0	0	1	0	1	0	symp	2	1	5	15	0	5	20	15	20	4	40	8.3								1	2	R
"""Peucedanum ostruthium (L.) W. D. J. Koch"""	0	0	0	0	0	1	symp	2	0	5	15	10	5	15	10	30	7.7	30	7.7	9	4	0.8	0.8	8	4	0	0		
"""Peucedanum palustre (L.) Moench"""	0	0	1	1	0	0		2	1	5	12.5	0	5	12.5	0	17.5	3.9	17.5	3.9							0	0		
"""Phacelia tanacetifolia Benth."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Phalaris arundinacea L."""	0	0	0	0	0	1	symp	1	0	6.3	15	3.8	6.3	15	3.8	25	5.5	25	5.5	10	4	4.8	4.8	23.7	5	0	0		
"""Phalaris canariensis L."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Phaseolus vulgaris L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Phegopteris connectilis (Michx.) Watt"""	0	0	0	0	0	1	dich	1	0	0	15	0	0	15	0	15	5	15	5	10	4	1	1	13	4	0	0		
"""Phelipanche arenaria (Borkh.) Pomel"""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	10	10	3	20	9	15						0	1	1	O
"""Phelipanche caesia (Rchb.) Soják"""	0	0	0	0	0	1	symp	1	0	5	5	5	5	12.5	12.5	15	7	30	8.5	15	1					0	1	1	O
"""Phelipanche purpurea (Jacq.) Soják"""	0	0	0	0	0	1	symp	1	0	5	5	2.5	5	5	10	12.5	5.4	20	9	15	1					0	1	1	O
"""Phelipanche ramosa (L.) Pomel"""	0	0	0	0	0	1	symp	1	0	5	5	2.5	5	5	10	12.5	5.4	20	9	15						0	1	1	O
"""Philadelphus coronarius L."""	1	0	0	0	0	0				0	5	5	0	20	20	10	10	40	10	15							1	3	F
"""Phleum alpinum L."""	0	0	0	0	0	1	symp	2	0	5	10	0	5	10	0	15	3.7	15	3.7	9	3.7	1.6	1.6	4.1	3	0	0		
"""Phleum arenarium L."""	0	1	0	0	0	0		1	0	5	1.7	0	5	1.7	0	6.7	2	6.7	2								0		
"""Phleum hirsutum Honck."""	0	0	0	0	0	1	symp	2	0	5	10	0	5	10	0	15	3.7	15	3.7	10	4	6	6	6.8	5	0	0		
"""Phleum nodosum L."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Phleum paniculatum Huds."""	0	0	0	0	0	1	symp	1	0	5	0	0	5	0	0	5	1	5	1	9	1	6	6	0.5	4	0	0		
"""Phleum phleoides (L.) H. Karst."""	0	0	0	0	0	1	symp	2	0	5	11.7	0	5	11.7	0	16.7	3.8	16.7	3.8	9	4	3.5	3.5	0.5	4	0	0		
"""Phleum pratense L."""	0	0	0	0	0	1	symp	2	0	5	5	0	5	5	0	10	3	10	3	9	4	1	1	0.5	3	0	0		
"""Phlomis tuberosa L."""	0	0	0	0	0	1	symp	2	0	5	10	0	5	10	0	15	3.7	15	3.7	10	4	1	1	0.5	3	0	0		
"""Phragmites australis (Cav.) Steud."""	0	0	0	0	0	1	symp	1	0	6.2	12.8	14.4	6.2	12.8	14.4	33.4	8.6	33.4	8.6	10	4	3.1	3.1	30.9	5	0	0		
"""Phyllodoce caerulea (L.) Bab."""	0	0	0	0	0	1	symp	2	0	12.5	7.5	0	12.5	7.5	0	20	2.5	20	2.5	9	4	0.5	0.5	8	3	0	0		
"""Physalis alkekengi L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	6	6	13	5	0	0		
"""Physoplexis comosa (L.) Schur"""	0	0	1	0	1	0	symp	2	1	15	15	0	15	15	0	30	3	30	3								0		
"""Phyteuma betonicifolium Vill."""	0	0	1	0	1	0	symp	2	1	5	11.7	0	5	11.7	0	16.7	3.8	16.7	3.8								0		
"""Phyteuma globulariifolium Sternb. & Hoppe"""	0	0	1	0	1	0	symp	2	1	5	15	0	5	15	0	20	4	20	4								0		
"""Phyteuma hemisphaericum L."""	0	0	1	0	1	0	symp	2	1	5	15	0	5	15	0	20	4	20	4								0		
"""Phyteuma nigrum F. W. Schmidt"""	0	0	1	0	1	0	symp	1	1	5	15	0	5	15	0	20	4	20	4								0		
"""Phyteuma orbiculare L."""	0	0	1	0	1	0	symp	2	1	5	15	0	5	15	0	20	4	20	4								1	3	R
