name,abb,family,group,rlg,rlb,neophyte,t,f,r,n,ffh6510,ffh6210,biotope_target,table_31,table_34,table_35,table_36,mapped_2011,special_target,seed_availability,seeded_hay_meadow,seeded_dry_grassland,target,seeded,rate_2018,rate_2019,rate_2020,rate_2021,total_seeded_2018,total_established_2018,total_established_2019,total_established_2020,total_established_2021,sla,seedmass,height
Sonchus_oleraceus,Soncoler,Asteraceae,herb,no,no,no,6,4,8,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6,0.278,0.9
Stachys_palustris,Stacpalu,Lamiaceae,herb,no,no,no,5,7,7,6,0,0,0,3,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.9,1.167,0.525
Stachys_sylvatica,Stacsylv,Lamiaceae,herb,no,no,no,NA,7,7,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7,1.416,0.525
Stellaria_graminea,Stelgram,Caryophyllaceae,herb,no,no,no,NA,4,4,3,1,0,1,NA,NA,NA,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.73,0.304,0.2
Stellaria_media,Stelmedi,Caryophyllaceae,herb,no,no,no,NA,NA,7,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,0.382,0.225
Symphytum_officinale,Sympoffi,Boraginaceae,herb,no,no,no,6,8,NA,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.57,8.325,0.65
Taraxacum_campylodes,Taracamp,Asteraceae,herb,no,no,no,NA,NA,NA,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.081,0.606,0.2
Thalictrum_minus,Thalminu,Ranunculaceae,herb,V,G,no,NA,3,8,3,0,0,0,NA,NA,NA,1,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.77,1.21,0.45
Thlaspi_arvense,Thlaarve,Brassicaceae,herb,no,no,no,5,5,7,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.346,1.163,0.25
Thymus_praecox,Thymprae,Lamiaceae,herb,no,no,no,6,3,8,1,0,0,0,NA,NA,2,NA,1,NA,1,0,1,1,1,0.05,0.35,0.51,0.41,37,2,13,19,15,15.21,0.147,0.07
Tragopogon_pratensis,Tragprat,Asteraceae,herb,no,no,no,6,4,7,6,1,0,1,NA,NA,NA,1,NA,NA,1,1,0,1,1,0.56,0.78,0.28,0.16,32,18,25,9,5,18.2,10.38,0.35
Trifolium_arvense,Trifarve,Fabaceae,legume,no,no,no,6,3,2,1,0,0,0,NA,3,3,1,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9,0.302,0.15
Trifolium_campestre,Trifcamp,Fabaceae,legume,no,no,no,6,4,6,3,1,0,1,NA,3,NA,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8,0.326,0.288
Trifolium_dubium,Trifdubi,Fabaceae,legume,no,no,no,6,5,6,5,1,0,1,NA,NA,NA,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.1,0.46,0.225
Trifolium_hybridum,Trifhybr,Fabaceae,legume,no,no,yes,6,6,7,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4,0.931,0.35
Trifolium_medium,Trifmedi,Fabaceae,legume,no,no,no,6,4,6,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.61,2.127,0.4
Trifolium_montanum,Trifmont,Fabaceae,legume,V,no,no,NA,3,8,2,0,1,1,NA,2,2,1,NA,NA,1,0,1,1,1,0,0,0,0,63,0,0,0,0,18.495,0.85,0.275
Trifolium_pratense,Trifprat,Fabaceae,legume,no,no,no,NA,NA,NA,NA,1,0,1,NA,NA,NA,1,NA,NA,1,1,0,1,1,0.38,0.43,0.38,0.29,86,33,37,33,25,23.1,1.42,0.275
Trifolium_repens,Trifrepe,Fabaceae,legume,no,no,no,NA,5,6,6,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7,0.561,0.35
Tripleurospermum_maritimum,Tripmari,Asteraceae,herb,no,no,no,6,6,7,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.739,0.3,0.24
Trisetum_flavescens,Trisflav,Poaceae,top-grass,no,no,no,NA,NA,NA,5,1,0,1,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0.02,0.45,0.53,0.57,58,1,26,31,33,20.8,0.245,0.55
Triticum_spec,Tritspec,Poaceae,grass,no,no,no,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ulmus_laevis,Ulmulaev,Ulmaceae,tree,V,3,no,6,8,7,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.42,8,35
Urtica_dioica,Urtidioi,Urticaceae,herb,no,no,no,NA,6,7,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.95,0.177,0.9
Valeriana_officinalis,Valeoffi,Caprifoliaceae,herb,no,no,no,6,8,7,5,0,0,0,4,NA,NA,1,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.1,0.956,0.525
Valerianella_spec,Valespec,Caprifoliaceae,herb,no,no,no,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verbascum_densiflorum,Verbdens,Scrophulariaceae,herb,no,no,no,6,4,8,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.945,0.099,1.102
Verbascum_lychnitis,Verblych,Scrophulariaceae,herb,no,no,no,6,3,7,3,0,0,1,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,0.35,0.35,0.29,34,0,12,12,10,13.78,0.122,0.887
Verbascum_spec,Verbspec,Scrophulariaceae,herb,no,no,no,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verbascum_thapsus,Verbthap,Scrophulariaceae,herb,no,no,no,NA,4,7,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.456,0.098,0.9
Veronica_arvensis,Veroarve,Plantaginaceae,herb,no,no,no,6,4,6,NA,0,0,0,NA,NA,NA,1,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1,0.125,0.14
Veronica_chamaedrys,Verocham,Plantaginaceae,herb,no,no,no,NA,5,NA,NA,1,0,1,NA,NA,NA,1,NA,NA,1,1,0,1,1,0,0.24,0.29,0.47,45,0,11,13,21,30.505,0.215,0.25
Veronica_persica,Veropers,Plantaginaceae,herb,no,no,yes,NA,5,7,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.3,0.569,0.25
Veronica_serpyllifolia,Veroserp,Plantaginaceae,herb,no,no,no,NA,6,5,NA,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8,0.046,0.125
Veronica_spec,Verospec,Plantaginaceae,herb,no,no,no,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vicia_cracca,Vicicrac,Fabaceae,legume,no,no,no,5,5,NA,NA,1,0,1,NA,NA,NA,1,NA,NA,1,1,0,1,1,0.14,0.17,0.28,0.17,88,12,15,25,15,25.21,14.29,0.75
Vicia_hirsuta,Vicihirs,Fabaceae,legume,no,no,no,6,4,NA,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1,6.955,0.25
Vicia_sativa_ssp_nigra,Vicisatinigr,Fabaceae,legume,no,no,no,6,NA,NA,NA,0,0,0,NA,NA,NA,1,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.16,13.009,0.375
Vicia_sepium,Vicisepi,Fabaceae,legume,no,no,no,NA,5,6,5,0,0,0,NA,NA,NA,1,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.495,21.993,0.45
Vicia_tetrasperma,Vicitetr,Fabaceae,legume,no,no,no,6,5,5,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.189,3.35,0.375
Viola_arvensis,Violarve,Violaceae,herb,no,no,no,5,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9,0.512,0.15
Vulpia_myuros,Vulpmyur,Poaceae,grass,no,no,no,7,2,5,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.15,0.464,0.2
